lat,lon,alt_m,date,time,fix
43.001744,-78.785824,185.2,09/03/2026,,VALID
43.001744,-78.785824,185.2,09/03/2026,,VALID
43.00174,-78.785848,185.2,09/03/2026,23:34:08.000 UTC,VALID
43.00174,-78.785848,185.6,09/03/2026,23:34:08.000 UTC,VALID
43.001736,-78.785864,185.6,09/03/2026,23:34:18.000 UTC,VALID
43.001736,-78.785864,185.3,09/03/2026,23:34:18.000 UTC,VALID
43.001736,-78.78588,185.3,09/03/2026,23:34:28.000 UTC,VALID
43.001736,-78.78588,185.1,09/03/2026,23:34:28.000 UTC,VALID
43.001736,-78.785896,185.1,09/03/2026,23:34:38.000 UTC,VALID
43.001736,-78.785896,185.3,09/03/2026,23:34:38.000 UTC,VALID
43.001736,-78.78592,185.3,09/03/2026,23:34:48.000 UTC,VALID
43.001736,-78.78592,185.7,09/03/2026,23:34:48.000 UTC,VALID
43.00174,-78.785936,185.7,09/03/2026,23:34:58.000 UTC,VALID
43.00174,-78.785936,186.0,09/03/2026,23:34:58.000 UTC,VALID
43.001744,-78.78596,186.0,09/03/2026,23:34:68.000 UTC,VALID
43.001744,-78.78596,185.8,09/03/2026,23:34:68.000 UTC,VALID
43.001748,-78.785976,185.8,09/03/2026,23:34:78.000 UTC,VALID
43.001748,-78.785976,185.4,09/03/2026,23:34:78.000 UTC,VALID
43.001748,-78.785984,185.4,09/03/2026,23:34:88.000 UTC,VALID
43.001748,-78.785984,185.1,09/03/2026,23:34:88.000 UTC,VALID
43.001752,-78.786,185.1,09/03/2026,,VALID
43.001752,-78.786,185.1,09/03/2026,,VALID
43.001756,-78.786016,185.1,09/03/2026,23:35:08.000 UTC,VALID
43.001756,-78.786016,185.3,09/03/2026,23:35:08.000 UTC,VALID
43.00176,-78.786032,185.3,09/03/2026,23:35:18.000 UTC,VALID
43.00176,-78.786032,185.2,09/03/2026,23:35:18.000 UTC,VALID
43.00176,-78.786048,185.2,09/03/2026,23:35:28.000 UTC,VALID
43.00176,-78.786048,184.7,09/03/2026,23:35:28.000 UTC,VALID
43.001764,-78.786064,184.7,09/03/2026,23:35:38.000 UTC,VALID
43.001764,-78.786064,184.4,09/03/2026,23:35:38.000 UTC,VALID
43.001768,-78.786088,184.4,09/03/2026,23:35:48.000 UTC,VALID
43.001768,-78.786088,184.5,09/03/2026,23:35:48.000 UTC,VALID
43.001772,-78.786104,184.5,09/03/2026,23:35:58.000 UTC,VALID
43.001772,-78.786104,184.4,09/03/2026,23:35:58.000 UTC,VALID
43.001772,-78.78612,184.4,09/03/2026,23:35:68.000 UTC,VALID
43.001772,-78.78612,184.1,09/03/2026,23:35:68.000 UTC,VALID
43.001772,-78.786144,184.1,09/03/2026,23:35:78.000 UTC,VALID
43.001772,-78.786144,183.5,09/03/2026,23:35:78.000 UTC,VALID
43.001772,-78.786152,183.5,09/03/2026,23:35:88.000 UTC,VALID
43.001772,-78.786152,183.5,09/03/2026,23:35:88.000 UTC,VALID
43.001768,-78.786168,183.5,09/03/2026,,VALID
43.001768,-78.786168,183.7,09/03/2026,,VALID
43.001772,-78.786192,183.7,09/03/2026,23:40:08.000 UTC,VALID
43.001772,-78.786192,183.9,09/03/2026,23:40:08.000 UTC,VALID
43.001772,-78.786208,183.9,09/03/2026,23:40:18.000 UTC,VALID
43.001772,-78.786208,183.9,09/03/2026,23:40:18.000 UTC,VALID
43.001772,-78.786224,183.9,09/03/2026,23:40:28.000 UTC,VALID
43.001772,-78.786224,183.7,09/03/2026,23:40:28.000 UTC,VALID
43.001772,-78.78624,183.7,09/03/2026,23:40:38.000 UTC,VALID
43.001772,-78.78624,183.8,09/03/2026,23:40:38.000 UTC,VALID
43.001772,-78.786264,183.8,09/03/2026,23:40:48.000 UTC,VALID
43.001772,-78.786264,184.0,09/03/2026,23:40:48.000 UTC,VALID
43.001772,-78.78628,184.0,09/03/2026,23:40:58.000 UTC,VALID
43.001772,-78.78628,184.3,09/03/2026,23:40:58.000 UTC,VALID
43.001772,-78.786296,184.3,09/03/2026,23:40:68.000 UTC,VALID
43.001772,-78.786296,184.2,09/03/2026,23:40:68.000 UTC,VALID
43.001772,-78.786312,184.2,09/03/2026,23:40:78.000 UTC,VALID
43.001772,-78.786312,184.0,09/03/2026,23:40:78.000 UTC,VALID
43.001772,-78.786328,184.0,09/03/2026,23:40:88.000 UTC,VALID
43.001772,-78.786328,183.4,09/03/2026,23:40:88.000 UTC,VALID
43.001768,-78.786344,183.4,09/03/2026,,VALID
43.001768,-78.786344,183.7,09/03/2026,,VALID
43.001768,-78.78636,183.7,09/03/2026,23:41:08.000 UTC,VALID
43.001768,-78.78636,183.5,09/03/2026,23:41:08.000 UTC,VALID
43.001772,-78.786376,183.5,09/03/2026,23:41:18.000 UTC,VALID
43.001772,-78.786376,183.2,09/03/2026,23:41:18.000 UTC,VALID
43.001772,-78.786392,183.2,09/03/2026,23:41:28.000 UTC,VALID
43.001772,-78.786392,182.9,09/03/2026,23:41:28.000 UTC,VALID
43.001772,-78.786416,182.9,09/03/2026,23:41:38.000 UTC,VALID
43.001772,-78.786416,182.7,09/03/2026,23:41:38.000 UTC,VALID
43.001772,-78.786432,182.7,09/03/2026,23:41:48.000 UTC,VALID
43.001772,-78.786432,183.1,09/03/2026,23:41:48.000 UTC,VALID
43.001772,-78.786448,183.1,09/03/2026,23:41:58.000 UTC,VALID
43.001772,-78.786448,183.1,09/03/2026,23:41:58.000 UTC,VALID
43.001772,-78.786472,183.1,09/03/2026,23:41:68.000 UTC,VALID
43.001772,-78.786472,183.2,09/03/2026,23:41:68.000 UTC,VALID
43.001772,-78.78648,183.2,09/03/2026,23:41:78.000 UTC,VALID
43.001772,-78.78648,183.3,09/03/2026,23:41:78.000 UTC,VALID
43.001772,-78.786496,183.3,09/03/2026,23:41:88.000 UTC,VALID
43.001772,-78.786496,183.6,09/03/2026,23:41:88.000 UTC,VALID
43.001772,-78.78652,183.6,09/03/2026,,VALID
43.001772,-78.78652,183.0,09/03/2026,,VALID
43.001768,-78.786536,183.0,09/03/2026,23:42:08.000 UTC,VALID
43.001768,-78.786536,183.0,09/03/2026,23:42:08.000 UTC,VALID
43.001768,-78.78656,183.0,09/03/2026,23:42:18.000 UTC,VALID
43.001768,-78.78656,182.9,09/03/2026,23:42:18.000 UTC,VALID
43.001772,-78.786576,182.9,09/03/2026,23:42:28.000 UTC,VALID
43.001772,-78.786576,182.7,09/03/2026,23:42:28.000 UTC,VALID
43.001772,-78.786592,182.7,09/03/2026,23:42:38.000 UTC,VALID
43.001772,-78.786592,182.5,09/03/2026,23:42:38.000 UTC,VALID
43.001772,-78.786616,182.5,09/03/2026,23:42:48.000 UTC,VALID
43.001772,-78.786616,182.2,09/03/2026,23:42:48.000 UTC,VALID
43.001772,-78.786632,182.2,09/03/2026,23:42:58.000 UTC,VALID
43.001772,-78.786632,181.8,09/03/2026,23:42:58.000 UTC,VALID
43.001776,-78.78664,181.8,09/03/2026,23:42:68.000 UTC,VALID
43.001776,-78.78664,182.2,09/03/2026,23:42:68.000 UTC,VALID
43.00178,-78.786656,182.2,09/03/2026,23:42:78.000 UTC,VALID
43.00178,-78.786656,182.6,09/03/2026,23:42:78.000 UTC,VALID
43.001792,-78.786672,182.6,09/03/2026,23:42:88.000 UTC,VALID
43.001792,-78.786672,183.2,09/03/2026,23:42:88.000 UTC,VALID
43.001804,-78.78668,183.2,09/03/2026,,VALID
43.001804,-78.78668,183.2,09/03/2026,,VALID
43.001816,-78.786688,183.2,09/03/2026,23:43:08.000 UTC,VALID
43.001816,-78.786688,183.1,09/03/2026,23:43:08.000 UTC,VALID
43.001828,-78.786696,183.1,09/03/2026,23:43:18.000 UTC,VALID
43.001828,-78.786696,183.2,09/03/2026,23:43:18.000 UTC,VALID
43.00184,-78.786704,183.2,09/03/2026,23:43:28.000 UTC,VALID
43.00184,-78.786704,183.7,09/03/2026,23:43:28.000 UTC,VALID
43.001852,-78.786704,183.7,09/03/2026,23:43:38.000 UTC,VALID
43.001852,-78.786704,183.8,09/03/2026,23:43:38.000 UTC,VALID
43.00186,-78.786712,183.8,09/03/2026,23:43:48.000 UTC,VALID
43.00186,-78.786712,183.8,09/03/2026,23:43:48.000 UTC,VALID
43.001872,-78.786712,183.8,09/03/2026,23:43:58.000 UTC,VALID
43.001872,-78.786712,183.5,09/03/2026,23:43:58.000 UTC,VALID
43.001884,-78.786712,183.5,09/03/2026,23:43:68.000 UTC,VALID
43.001884,-78.786712,183.4,09/03/2026,23:43:68.000 UTC,VALID
43.0019,-78.786712,183.4,09/03/2026,23:43:78.000 UTC,VALID
43.0019,-78.786712,183.7,09/03/2026,23:43:78.000 UTC,VALID
43.001912,-78.786712,183.7,09/03/2026,23:43:88.000 UTC,VALID
43.001912,-78.786712,184.2,09/03/2026,23:43:88.000 UTC,VALID
43.001924,-78.78672,184.2,09/03/2026,,VALID
43.001924,-78.78672,184.3,09/03/2026,,VALID
43.001936,-78.78672,184.3,09/03/2026,23:44:08.000 UTC,VALID
43.001936,-78.78672,184.2,09/03/2026,23:44:08.000 UTC,VALID
43.001948,-78.78672,184.2,09/03/2026,23:44:18.000 UTC,VALID
43.001948,-78.78672,183.8,09/03/2026,23:44:18.000 UTC,VALID
43.00196,-78.786728,183.8,09/03/2026,23:44:28.000 UTC,VALID
43.00196,-78.786728,183.5,09/03/2026,23:44:28.000 UTC,VALID
43.001976,-78.786728,183.5,09/03/2026,23:44:38.000 UTC,VALID
43.001976,-78.786728,183.8,09/03/2026,23:44:38.000 UTC,VALID
43.001988,-78.786728,183.8,09/03/2026,23:44:48.000 UTC,VALID
43.001988,-78.786728,183.7,09/03/2026,23:44:48.000 UTC,VALID
43.002,-78.786728,183.7,09/03/2026,23:44:58.000 UTC,VALID
43.002,-78.786728,183.1,09/03/2026,23:44:58.000 UTC,VALID
43.002012,-78.786736,183.1,09/03/2026,23:44:68.000 UTC,VALID
43.002012,-78.786736,182.9,09/03/2026,23:44:68.000 UTC,VALID
43.002016,-78.786736,182.9,09/03/2026,23:44:78.000 UTC,VALID
43.002016,-78.786736,183.0,09/03/2026,23:44:78.000 UTC,VALID
43.002028,-78.786744,183.0,09/03/2026,23:44:88.000 UTC,VALID
43.002028,-78.786744,182.8,09/03/2026,23:44:88.000 UTC,VALID
43.002036,-78.786744,182.8,09/03/2026,,VALID
43.002036,-78.786744,182.9,09/03/2026,,VALID
